,wine_type,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,free_SO2_ratio,alcohol_surgar_ratio,sugar_acidity_ratio,fixed_acidity_ratio
213,red,7.7,0.58,0.1,1.8,0.102,28.0,109.0,0.99565,3.08,0.49,9.8,6,25.68807339449541,544.4444444444445,21.73913043478261,92.99516908212561
216,red,7.1,0.68,0.07,1.9,0.075,16.0,51.0,0.99685,3.38,0.52,9.5,5,31.37254901960784,500.0,24.421593830334192,91.25964010282777
217,red,8.2,0.6,0.17,2.3,0.072,11.0,73.0,0.9963,3.2,0.45,9.3,5,15.068493150684931,404.3478260869566,26.136363636363637,93.18181818181819
218,red,7.7,0.53,0.06,1.7,0.074,9.0,39.0,0.99615,3.35,0.48,9.8,6,23.07692307692308,576.4705882352941,20.65613608748481,93.56014580801944
219,red,10.8,0.32,0.44,1.6,0.063,16.0,37.0,0.9985,3.22,0.78,10.0,6,43.24324324324324,625.0,14.388489208633093,97.12230215827337
220,red,7.1,0.6,0.0,1.8,0.074,16.0,34.0,0.9972,3.47,0.7,9.9,6,47.05882352941177,550.0,23.376623376623378,92.20779220779221
221,red,11.1,0.35,0.48,3.1,0.09,5.0,21.0,0.9986,3.17,0.53,10.5,5,23.80952380952381,338.7096774193548,27.074235807860262,96.94323144104804
222,red,7.7,0.775,0.42,1.9,0.092,8.0,86.0,0.9959,3.23,0.59,9.5,5,9.30232558139535,500.0,22.4188790560472,90.85545722713864
223,red,8.0,0.57,0.23,3.2,0.073,17.0,119.0,0.99675,3.26,0.57,9.3,5,14.285714285714286,290.625,37.33955659276546,93.34889148191365
224,red,9.4,0.34,0.37,2.2,0.075,5.0,13.0,0.998,3.22,0.62,9.2,5,38.46153846153846,418.1818181818181,22.58726899383984,96.50924024640656
225,red,6.6,0.695,0.0,2.1,0.075,12.0,56.0,0.9968,3.49,0.67,9.2,5,21.428571428571427,438.095238095238,28.786840301576422,90.47292666209732
227,red,10.0,0.31,0.47,2.6,0.085,14.0,33.0,0.99965,3.36,0.8,10.5,7,42.42424242424242,403.8461538461538,25.21823472356935,96.99321047526672
228,red,7.9,0.33,0.23,1.7,0.077,18.0,45.0,0.99625,3.29,0.65,9.3,5,40.0,547.0588235294118,20.65613608748481,95.99027946537059
230,red,8.0,0.52,0.03,1.7,0.07,10.0,35.0,0.99575,3.34,0.57,10.0,5,28.571428571428573,588.2352941176471,19.953051643192488,93.89671361502347
231,red,7.9,0.37,0.23,1.8,0.077,23.0,49.0,0.9963,3.28,0.67,9.3,5,46.93877551020408,516.6666666666667,21.76541717049577,95.52599758162032
235,red,7.9,0.35,0.46,3.6,0.078,15.0,37.0,0.9973,3.35,0.86,12.8,8,40.54054054054054,355.55555555555554,43.63636363636363,95.75757575757575
236,red,6.9,0.54,0.04,3.0,0.077,7.0,27.0,0.9987,3.69,0.91,9.4,6,25.925925925925927,313.3333333333333,40.32258064516129,92.74193548387096
238,red,7.9,0.545,0.06,4.0,0.087,27.0,61.0,0.9965,3.36,0.67,10.7,6,44.26229508196721,267.5,47.365304914150386,93.546477205447
239,red,10.9,0.37,0.58,4.0,0.071,17.0,65.0,0.99935,3.22,0.78,10.1,5,26.153846153846157,252.5,35.4924578527063,96.71694764862467
240,red,8.4,0.715,0.2,2.4,0.076,10.0,38.0,0.99735,3.31,0.64,9.4,5,26.31578947368421,391.6666666666667,26.33022490400439,92.15578716401535
241,red,7.5,0.65,0.18,7.0,0.088,27.0,94.0,0.99915,3.38,0.77,9.4,5,28.72340425531915,134.28571428571428,85.88957055214723,92.02453987730061
242,red,10.3,0.32,0.45,6.4,0.073,5.0,13.0,0.9976,3.23,0.82,12.6,8,38.46153846153846,196.875,60.263653483992464,96.98681732580037
243,red,8.9,0.4,0.32,5.6,0.087,10.0,47.0,0.9991,3.38,0.77,10.5,7,21.27659574468085,187.5,60.21505376344086,95.69892473118279
246,red,7.6,0.52,0.12,3.0,0.067,12.0,53.0,0.9971,3.36,0.57,9.1,5,22.641509433962263,303.3333333333333,36.94581280788178,93.5960591133005
247,red,9.9,0.59,0.07,3.4,0.102,32.0,71.0,1.00015,3.31,0.71,9.8,5,45.070422535211264,288.2352941176471,32.41182078169685,94.37559580552907
249,red,7.5,0.4,0.12,3.0,0.092,29.0,53.0,0.9967,3.37,0.7,10.3,6,54.71698113207548,343.3333333333333,37.974683544303794,94.9367088607595
250,red,8.7,0.52,0.09,2.5,0.091,20.0,49.0,0.9976,3.34,0.86,10.6,7,40.81632653061224,424.0,27.11496746203905,94.36008676789588
253,red,10.4,0.55,0.23,2.7,0.091,18.0,48.0,0.9994,3.22,0.64,10.3,6,37.5,381.48148148148147,24.65753424657534,94.97716894977168
254,red,6.9,0.36,0.25,2.4,0.098,5.0,16.0,0.9964,3.41,0.6,10.1,6,31.25,420.83333333333337,33.05785123966942,95.04132231404958
256,red,10.8,0.5,0.46,2.5,0.073,5.0,27.0,1.0001,3.05,0.64,9.5,5,18.51851851851852,380.0,22.123893805309734,95.57522123893804
257,red,10.6,0.83,0.37,2.6,0.086,26.0,70.0,0.9981,3.16,0.52,9.9,5,37.142857142857146,380.7692307692308,22.747156605424323,92.73840769903762
258,red,7.1,0.63,0.06,2.0,0.083,8.0,29.0,0.99855,3.67,0.73,9.6,5,27.58620689655172,480.0,25.873221216041397,91.84993531694697
259,red,7.2,0.65,0.02,2.3,0.094,5.0,31.0,0.9993,3.67,0.8,9.7,5,16.129032258064516,421.73913043478257,29.299363057324836,91.71974522292993
260,red,6.9,0.67,0.06,2.1,0.08,8.0,33.0,0.99845,3.68,0.71,9.6,5,24.24242424242424,457.1428571428571,27.741083223249667,91.14927344782033
261,red,7.5,0.53,0.06,2.6,0.086,20.0,44.0,0.9965,3.38,0.59,10.7,6,45.45454545454545,411.53846153846155,32.378580323785805,93.39975093399752
262,red,11.1,0.18,0.48,1.5,0.068,7.0,15.0,0.9973,3.22,0.64,10.1,6,46.66666666666666,673.3333333333334,13.297872340425533,98.40425531914894
263,red,8.3,0.705,0.12,2.6,0.092,12.0,28.0,0.9994,3.51,0.72,10.0,5,42.85714285714285,384.6153846153846,28.872848417545807,92.17101610216547
265,red,8.4,0.65,0.6,2.1,0.112,12.0,90.0,0.9973,3.2,0.52,9.2,5,13.333333333333334,438.095238095238,23.20441988950276,92.81767955801104
266,red,10.3,0.53,0.48,2.5,0.063,6.0,25.0,0.9998,3.12,0.59,9.3,6,24.0,372.00000000000006,23.084025854108955,95.1061865189289
267,red,7.6,0.62,0.32,2.2,0.082,7.0,54.0,0.9966,3.36,0.52,9.4,5,12.962962962962964,427.27272727272725,26.763990267639908,92.45742092457422
270,red,7.4,0.29,0.38,1.7,0.062,9.0,30.0,0.9968,3.41,0.53,9.5,6,30.0,558.8235294117648,22.106631989596877,96.22886866059818
271,red,7.9,0.53,0.24,2.0,0.072,15.0,105.0,0.996,3.27,0.54,9.4,6,14.285714285714286,470.0,23.72479240806643,93.7129300118624
272,red,9.0,0.46,0.31,2.8,0.093,19.0,98.0,0.99815,3.32,0.63,9.5,6,19.387755102040817,339.28571428571433,29.598308668076108,95.13742071881606
273,red,8.6,0.47,0.3,3.0,0.076,30.0,135.0,0.9976,3.3,0.53,9.4,5,22.22222222222222,313.3333333333333,33.0760749724366,94.81808158765159
274,red,7.4,0.36,0.29,2.6,0.087,26.0,72.0,0.99645,3.39,0.68,11.0,5,36.11111111111112,423.07692307692304,33.50515463917525,95.36082474226804
275,red,7.1,0.35,0.29,2.5,0.096,20.0,53.0,0.9962,3.42,0.65,11.0,6,37.735849056603776,440.0,33.557046979865774,95.3020134228188
276,red,9.6,0.56,0.23,3.4,0.102,37.0,92.0,0.9996,3.3,0.65,10.1,5,40.21739130434783,297.05882352941177,33.46456692913386,94.48818897637796
277,red,9.6,0.77,0.12,2.9,0.082,30.0,74.0,0.99865,3.3,0.64,10.4,6,40.54054054054054,358.62068965517244,27.965284474445518,92.57473481195758
278,red,9.8,0.66,0.39,3.2,0.083,21.0,59.0,0.9989,3.37,0.71,11.5,7,35.59322033898305,359.375,30.592734225621413,93.69024856596559
279,red,9.3,0.61,0.26,3.4,0.09,25.0,87.0,0.99975,3.24,0.62,9.7,5,28.735632183908045,285.2941176470588,34.3087790110999,93.84460141271444
280,red,7.8,0.62,0.05,2.3,0.079,6.0,18.0,0.99735,3.29,0.63,9.3,5,33.333333333333336,404.3478260869566,27.31591448931116,92.63657957244655
281,red,10.3,0.59,0.42,2.8,0.09,35.0,73.0,0.999,3.28,0.7,9.5,6,47.945205479452056,339.28571428571433,25.711662075298438,94.58218549127639
282,red,10.0,0.49,0.2,11.0,0.071,13.0,50.0,1.0015,3.16,0.69,9.2,6,26.0,83.63636363636363,104.86177311725453,95.32888465204957
284,red,10.3,0.44,0.5,4.5,0.107,5.0,13.0,0.998,3.28,0.83,11.5,5,38.46153846153846,255.55555555555554,41.899441340782126,95.90316573556797
286,red,10.7,0.46,0.39,2.0,0.061,7.0,15.0,0.9981,3.18,0.62,9.5,5,46.66666666666666,475.0,17.921146953405017,95.87813620071684
287,red,10.2,0.36,0.64,2.9,0.122,10.0,41.0,0.998,3.23,0.66,12.5,6,24.390243902439025,431.0344827586207,27.462121212121215,96.5909090909091
288,red,8.0,0.58,0.28,3.2,0.066,21.0,114.0,0.9973,3.22,0.54,9.4,6,18.42105263157895,293.75,37.2960372960373,93.24009324009324
289,red,8.4,0.56,0.08,2.1,0.105,16.0,44.0,0.9958,3.13,0.52,11.0,5,36.36363636363637,523.8095238095237,23.437499999999996,93.74999999999999
290,red,7.9,0.65,0.01,2.5,0.078,17.0,38.0,0.9963,3.34,0.74,11.7,7,44.73684210526316,468.0,29.23976608187134,92.39766081871345
292,red,8.9,0.43,0.45,1.9,0.052,6.0,16.0,0.9948,3.35,0.7,12.5,6,37.5,657.8947368421053,20.364415862808144,95.39121114683816
293,red,7.8,0.43,0.32,2.8,0.08,29.0,58.0,0.9974,3.31,0.64,10.3,5,50.0,367.8571428571429,34.02187120291616,94.77521263669502
297,red,10.6,0.42,0.48,2.7,0.065,5.0,18.0,0.9972,3.21,0.87,11.3,6,27.77777777777778,418.5185185185185,24.500907441016334,96.18874773139747
298,red,10.9,0.39,0.47,1.8,0.118,6.0,14.0,0.9982,3.3,0.75,9.8,6,42.85714285714285,544.4444444444445,15.943312666076173,96.54561558901682
300,red,7.0,0.685,0.0,1.9,0.067,40.0,63.0,0.9979,3.6,0.81,9.9,5,63.49206349206349,521.0526315789474,24.7234873129473,91.0865322055953
301,red,6.6,0.815,0.02,2.7,0.072,17.0,34.0,0.9955,3.58,0.89,12.3,7,50.0,455.55555555555554,36.41267700606878,89.0087660148348
303,red,9.6,0.56,0.31,2.8,0.089,15.0,46.0,0.9979,3.11,0.92,10.0,6,32.608695652173914,357.14285714285717,27.559055118110237,94.48818897637796
304,red,9.1,0.785,0.0,2.6,0.093,11.0,28.0,0.9994,3.36,0.86,9.4,6,39.285714285714285,361.53846153846155,26.302478502781995,92.05867475973697
306,red,9.1,0.795,0.0,2.6,0.096,11.0,26.0,0.9994,3.35,0.83,9.4,6,42.30769230769231,361.53846153846155,26.27589691763517,91.9656392117231
307,red,7.7,0.665,0.0,2.4,0.09,8.0,19.0,0.9974,3.27,0.73,9.3,5,42.10526315789474,387.50000000000006,28.69097429766886,92.05020920502092
309,red,6.1,0.21,0.4,1.4,0.066,40.5,165.0,0.9912,3.25,0.59,11.9,6,24.545454545454547,850.0,22.187004754358163,96.67194928684629
310,red,6.7,0.75,0.01,2.4,0.078,17.0,32.0,0.9955,3.55,0.61,12.8,6,53.125,533.3333333333334,32.21476510067114,89.93288590604027
312,red,10.5,0.42,0.66,2.95,0.116,12.0,29.0,0.997,3.24,0.75,11.7,7,41.37931034482759,396.6101694915254,27.014652014652015,96.15384615384616
315,red,8.2,0.7,0.23,2.0,0.099,14.0,81.0,0.9973,3.19,0.7,9.4,5,17.28395061728395,470.0,22.471910112359556,92.13483146067416
316,red,8.6,0.45,0.31,2.6,0.086,21.0,50.0,0.9982,3.37,0.91,9.9,6,42.0,380.7692307692308,28.729281767955804,95.02762430939228
320,red,10.0,0.42,0.5,3.4,0.107,7.0,21.0,0.9979,3.26,0.93,11.8,6,33.333333333333336,347.05882352941177,32.629558541266796,95.96928982725528
321,red,10.4,0.575,0.61,2.6,0.076,11.0,24.0,1.0,3.16,0.69,9.0,5,45.833333333333336,346.15384615384613,23.690205011389523,94.76082004555809
322,red,10.3,0.34,0.52,2.8,0.159,15.0,75.0,0.9998,3.18,0.64,9.4,5,20.0,335.7142857142857,26.31578947368421,96.80451127819548
324,red,6.9,0.765,0.02,2.3,0.063,35.0,63.0,0.9975,3.57,0.78,9.9,5,55.55555555555556,430.4347826086957,30.006523157208086,90.01956947162427
325,red,7.9,0.24,0.4,1.6,0.056,11.0,25.0,0.9967,3.32,0.87,8.7,6,44.0,543.7499999999999,19.656019656019655,97.05159705159704
327,red,7.4,0.55,0.22,2.2,0.106,12.0,72.0,0.9959,3.05,0.63,9.2,5,16.666666666666668,418.1818181818181,27.672955974842772,93.08176100628931
332,red,8.3,0.42,0.38,2.5,0.094,24.0,60.0,0.9979,3.31,0.7,10.8,6,40.0,432.0,28.6697247706422,95.18348623853211
333,red,8.3,0.26,0.42,2.0,0.08,11.0,27.0,0.9974,3.21,0.8,9.4,6,40.74074074074074,470.0,23.36448598130841,96.96261682242991
335,red,7.7,0.51,0.28,2.1,0.087,23.0,54.0,0.998,3.42,0.74,9.2,5,42.5925925925926,438.095238095238,25.57856272838002,93.78806333739341
336,red,7.4,0.63,0.07,2.4,0.09,11.0,37.0,0.9979,3.43,0.76,9.7,6,29.72972972972973,404.16666666666663,29.887920298879198,92.1544209215442
337,red,7.8,0.54,0.26,2.0,0.088,23.0,48.0,0.9981,3.41,0.74,9.2,6,47.91666666666666,459.99999999999994,23.980815347721823,93.52517985611512
338,red,8.3,0.66,0.15,1.9,0.079,17.0,42.0,0.9972,3.31,0.54,9.6,6,40.47619047619048,505.2631578947369,21.205357142857142,92.63392857142857
339,red,7.8,0.46,0.26,1.9,0.088,23.0,53.0,0.9981,3.43,0.74,9.2,6,43.39622641509434,484.2105263157894,23.002421307506054,94.43099273607749
340,red,9.6,0.38,0.31,2.5,0.096,16.0,49.0,0.9982,3.19,0.7,10.0,7,32.6530612244898,400.0,25.050100200400802,96.19238476953907
342,red,9.5,0.37,0.52,2.0,0.082,6.0,26.0,0.998,3.18,0.51,9.5,5,23.07692307692308,475.0,20.26342451874367,96.25126646403243
343,red,8.4,0.665,0.61,2.0,0.112,13.0,95.0,0.997,3.16,0.54,9.1,5,13.68421052631579,455.0,22.062879205736344,92.66409266409265
346,red,6.6,0.735,0.02,7.9,0.122,68.0,124.0,0.9994,3.47,0.53,9.9,5,54.83870967741935,125.31645569620252,107.70279481935924,89.97955010224949
348,red,8.7,0.765,0.22,2.3,0.064,9.0,42.0,0.9963,3.1,0.55,9.4,5,21.428571428571427,408.69565217391306,24.300052826201792,91.91759112519809
349,red,7.7,0.26,0.3,1.7,0.059,20.0,38.0,0.9949,3.29,0.47,10.8,6,52.63157894736842,635.2941176470588,21.35678391959799,96.73366834170854
352,red,7.7,0.69,0.05,2.7,0.075,15.0,27.0,0.9974,3.26,0.61,9.1,5,55.55555555555556,337.037037037037,32.18116805721096,91.77592371871275
353,red,8.7,0.31,0.46,1.4,0.059,11.0,25.0,0.9966,3.36,0.76,10.1,6,44.0,721.4285714285714,15.538290788013319,96.55937846836846
354,red,9.8,0.44,0.47,2.5,0.063,9.0,28.0,0.9981,3.24,0.65,10.8,6,32.142857142857146,432.0,24.4140625,95.70312500000001
358,red,9.0,0.43,0.34,2.5,0.08,26.0,86.0,0.9987,3.38,0.62,9.5,6,30.232558139534884,380.0,26.511134676564158,95.44008483563097
359,red,9.1,0.45,0.35,2.4,0.08,23.0,78.0,0.9987,3.38,0.62,9.5,5,29.487179487179485,395.83333333333337,25.130890052356023,95.28795811518326
360,red,7.1,0.735,0.16,1.9,0.1,15.0,77.0,0.9966,3.27,0.64,9.3,5,19.48051948051948,489.4736842105264,24.250159540523292,90.61901723037651
361,red,9.9,0.4,0.53,6.7,0.097,6.0,19.0,0.9986,3.27,0.82,11.7,7,31.57894736842105,174.62686567164178,65.04854368932038,96.11650485436893
362,red,8.8,0.52,0.34,2.7,0.087,24.0,122.0,0.9982,3.26,0.61,9.5,5,19.672131147540984,351.85185185185185,28.969957081545065,94.42060085836911
364,red,10.6,0.48,0.64,2.2,0.111,6.0,20.0,0.997,3.26,0.66,11.7,6,30.0,531.8181818181818,19.855595667870038,95.66787003610108
365,red,7.0,0.58,0.12,1.9,0.091,34.0,124.0,0.9956,3.44,0.48,10.5,5,27.41935483870968,552.6315789473684,25.065963060686016,92.34828496042216
367,red,6.8,0.77,0.0,1.8,0.066,34.0,52.0,0.9976,3.62,0.68,9.9,5,65.38461538461539,550.0,23.778071334214,89.82826948480844
368,red,9.5,0.56,0.33,2.4,0.089,35.0,67.0,0.9972,3.28,0.73,11.8,7,52.23880597014925,491.6666666666667,23.856858846918488,94.43339960238568
371,red,10.5,0.24,0.47,2.1,0.066,6.0,24.0,0.9978,3.15,0.9,11.0,7,25.0,523.8095238095237,19.553072625698324,97.76536312849161
372,red,6.4,0.67,0.08,2.1,0.045,19.0,48.0,0.9949,3.49,0.49,11.4,6,39.583333333333336,542.8571428571429,29.7029702970297,90.52333804809052
373,red,9.5,0.78,0.22,1.9,0.077,6.0,32.0,0.9988,3.26,0.56,10.6,6,18.75,557.8947368421053,18.482490272373543,92.41245136186771
374,red,9.1,0.52,0.33,1.3,0.07,9.0,30.0,0.9978,3.24,0.6,9.3,5,30.0,715.3846153846155,13.513513513513514,94.5945945945946
376,red,7.8,0.55,0.35,2.2,0.074,21.0,66.0,0.9974,3.25,0.56,9.2,5,31.818181818181817,418.1818181818181,26.34730538922156,93.41317365269461
379,red,10.4,0.41,0.55,3.2,0.076,22.0,54.0,0.9996,3.15,0.89,9.9,6,40.74074074074074,309.375,29.602220166512488,96.20721554116558
380,red,8.0,0.67,0.3,2.0,0.06,38.0,62.0,0.9958,3.26,0.56,10.2,6,61.29032258064516,509.99999999999994,23.06805074971165,92.2722029988466
381,red,11.1,0.45,0.73,3.2,0.066,6.0,22.0,0.9986,3.17,0.66,11.2,6,27.272727272727277,350.0,27.70562770562771,96.10389610389612
382,red,7.0,0.62,0.18,1.5,0.062,7.0,50.0,0.9951,3.08,0.6,9.3,5,14.0,620.0000000000001,19.68503937007874,91.86351706036746
386,red,10.0,0.44,0.49,2.7,0.077,11.0,19.0,0.9963,3.23,0.63,11.6,7,57.89473684210526,429.6296296296296,25.862068965517242,95.78544061302682
387,red,5.3,0.57,0.01,1.7,0.054,5.0,27.0,0.9934,3.57,0.84,12.5,7,18.51851851851852,735.2941176470589,28.960817717206133,90.28960817717206
388,red,9.5,0.735,0.1,2.1,0.079,6.0,31.0,0.9986,3.23,0.56,10.1,6,19.35483870967742,480.9523809523809,20.517830972154375,92.81875915974598
390,red,9.3,0.48,0.29,2.1,0.127,6.0,16.0,0.9968,3.22,0.72,11.2,5,37.5,533.3333333333333,21.47239263803681,95.0920245398773
391,red,8.6,0.53,0.22,2.0,0.1,7.0,27.0,0.9967,3.2,0.56,10.2,6,25.925925925925927,509.99999999999994,21.90580503833516,94.19496166484119
394,red,6.8,0.56,0.03,1.7,0.084,18.0,35.0,0.9968,3.44,0.63,10.0,6,51.42857142857143,588.2352941176471,23.097826086956523,92.3913043478261
395,red,10.4,0.33,0.63,2.8,0.084,5.0,22.0,0.9998,3.26,0.74,11.2,7,22.727272727272727,400.0,26.095060577819197,96.92451071761417
396,red,7.0,0.23,0.4,1.6,0.063,21.0,67.0,0.9952,3.5,0.63,11.1,5,31.34328358208955,693.75,22.130013831258644,96.81881051175657
398,red,8.9,0.59,0.39,2.3,0.095,5.0,22.0,0.9986,3.37,0.58,10.3,5,22.727272727272727,447.82608695652175,24.23603793466807,93.78292939936776
399,red,9.2,0.63,0.21,2.7,0.097,29.0,65.0,0.9988,3.28,0.58,9.6,5,44.61538461538461,355.55555555555554,27.466937945066125,93.59104781281789
401,red,9.2,0.43,0.52,2.3,0.083,14.0,23.0,0.9976,3.35,0.61,11.3,6,60.869565217391305,491.304347826087,23.883696780893043,95.53478712357217
402,red,8.3,0.615,0.22,2.6,0.087,6.0,19.0,0.9982,3.26,0.61,9.3,5,31.57894736842105,357.69230769230774,29.164329781267522,93.10151430173865
403,red,11.0,0.26,0.68,2.55,0.085,10.0,25.0,0.997,3.18,0.61,11.8,5,40.0,462.7450980392157,22.646536412078152,97.69094138543517
404,red,8.1,0.66,0.7,2.2,0.098,25.0,129.0,0.9972,3.08,0.53,9.0,5,19.37984496124031,409.09090909090907,25.114155251141558,92.46575342465754
406,red,10.0,0.29,0.4,2.9,0.098,10.0,26.0,1.0006,3.48,0.91,9.7,5,38.46153846153846,334.48275862068965,28.18270165208941,97.18172983479107
407,red,10.3,0.5,0.42,2.0,0.069,21.0,51.0,0.9982,3.16,0.72,11.5,6,41.1764705882353,575.0,18.51851851851852,95.37037037037037
408,red,8.8,0.46,0.45,2.6,0.065,7.0,18.0,0.9947,3.32,0.79,14.0,6,38.888888888888886,538.4615384615385,28.07775377969762,95.03239740820734
412,red,9.6,0.54,0.42,2.4,0.081,25.0,52.0,0.997,3.2,0.71,11.4,6,48.07692307692308,475.0,23.668639053254438,94.67455621301775
414,red,9.9,0.35,0.55,2.1,0.062,5.0,14.0,0.9971,3.26,0.79,10.6,5,35.714285714285715,504.76190476190476,20.48780487804878,96.58536585365853
415,red,10.5,0.28,0.51,1.7,0.08,10.0,24.0,0.9982,3.2,0.89,9.4,6,41.66666666666666,552.9411764705883,15.769944341372915,97.40259740259741
416,red,9.6,0.68,0.24,2.2,0.087,5.0,28.0,0.9988,3.14,0.6,10.2,5,17.857142857142858,463.63636363636357,21.400778210116737,93.38521400778211
417,red,9.3,0.27,0.41,2.0,0.091,6.0,16.0,0.998,3.28,0.7,9.7,5,37.5,484.99999999999994,20.89864158829676,97.17868338557994
419,red,9.4,0.685,0.11,2.7,0.077,6.0,31.0,0.9984,3.19,0.7,10.1,6,19.35483870967742,374.0740740740741,26.772434308378777,93.20773425880019
420,red,10.6,0.28,0.39,15.5,0.069,6.0,23.0,1.0026,3.12,0.66,9.2,5,26.08695652173913,59.35483870967741,142.46323529411765,97.4264705882353
421,red,9.4,0.3,0.56,2.8,0.08,6.0,17.0,0.9964,3.15,0.92,11.7,8,35.294117647058826,417.8571428571429,28.865979381443296,96.90721649484534
424,red,10.6,0.44,0.68,4.1,0.114,6.0,24.0,0.997,3.06,0.66,13.4,6,25.0,326.82926829268297,37.13768115942029,96.0144927536232
425,red,10.2,0.67,0.39,1.9,0.054,6.0,17.0,0.9976,3.17,0.47,10.0,5,35.294117647058826,526.3157894736843,17.47930082796688,93.83624655013799
426,red,10.2,0.645,0.36,1.8,0.053,5.0,14.0,0.9982,3.17,0.42,10.0,6,35.714285714285715,555.5555555555555,16.597510373443985,94.05255878284923
428,red,9.3,0.39,0.4,2.6,0.073,10.0,26.0,0.9984,3.34,0.75,10.2,6,38.46153846153846,392.30769230769226,26.83178534571723,95.97523219814241
429,red,9.3,0.775,0.27,2.8,0.078,24.0,56.0,0.9984,3.31,0.67,10.6,6,42.85714285714285,378.5714285714286,27.79156327543424,92.3076923076923
430,red,9.2,0.41,0.5,2.5,0.055,12.0,25.0,0.9952,3.34,0.79,13.3,7,48.0,532.0,26.014568158168576,95.73361082206034
431,red,8.9,0.4,0.51,2.6,0.052,13.0,27.0,0.995,3.32,0.9,13.4,7,48.14814814814815,515.3846153846154,27.956989247311824,95.69892473118279
432,red,8.7,0.69,0.31,3.0,0.086,23.0,81.0,1.0002,3.48,0.74,11.6,6,28.395061728395063,386.6666666666667,31.948881789137385,92.65175718849841
433,red,6.5,0.39,0.23,8.3,0.051,28.0,91.0,0.9952,3.44,0.55,12.1,6,30.76923076923077,145.78313253012047,120.46444121915822,94.33962264150944
434,red,10.7,0.35,0.53,2.6,0.07,5.0,16.0,0.9972,3.15,0.65,11.0,8,31.25,423.07692307692304,23.529411764705884,96.83257918552037
435,red,7.8,0.52,0.25,1.9,0.081,14.0,38.0,0.9984,3.43,0.65,9.0,6,36.8421052631579,473.68421052631584,22.83653846153846,93.75
436,red,7.2,0.34,0.32,2.5,0.09,43.0,113.0,0.9966,3.32,0.79,11.1,5,38.05309734513274,444.0,33.15649867374005,95.49071618037135
437,red,10.4,0.44,0.73,6.55,0.074,38.0,76.0,0.999,3.17,0.85,12.0,7,50.0,183.206106870229,60.42435424354244,95.9409594095941
440,red,10.2,0.49,0.63,2.9,0.072,10.0,26.0,0.9968,3.16,0.78,12.5,7,38.46153846153846,431.0344827586207,27.12815715622077,95.41627689429373
443,red,10.0,0.59,0.31,2.2,0.09,26.0,62.0,0.9994,3.18,0.63,10.2,6,41.935483870967744,463.63636363636357,20.774315391879135,94.42870632672333
446,red,10.7,0.4,0.48,2.1,0.125,15.0,49.0,0.998,3.03,0.81,9.7,6,30.612244897959183,461.9047619047618,18.91891891891892,96.3963963963964
447,red,10.5,0.51,0.64,2.4,0.107,6.0,15.0,0.9973,3.09,0.66,11.8,7,40.0,491.6666666666667,21.798365122615806,95.36784741144415
451,red,10.9,0.21,0.49,2.8,0.088,11.0,32.0,0.9972,3.22,0.68,11.7,6,34.375,417.8571428571429,25.2025202520252,98.1098109810981
452,red,7.3,0.365,0.49,2.5,0.088,39.0,106.0,0.9966,3.36,0.78,11.0,5,36.79245283018868,440.0,32.615786040443574,95.23809523809524
453,red,9.8,0.25,0.49,2.7,0.088,15.0,33.0,0.9982,3.42,0.9,10.0,6,45.45454545454545,370.3703703703703,26.865671641791042,97.51243781094527
454,red,7.6,0.41,0.49,2.0,0.088,16.0,43.0,0.998,3.48,0.64,9.1,5,37.2093023255814,455.0,24.968789013732835,94.88139825218477
456,red,9.3,0.4,0.49,2.5,0.085,38.0,142.0,0.9978,3.22,0.55,9.4,5,26.76056338028169,376.0,25.773195876288657,95.87628865979381
457,red,9.2,0.43,0.49,2.4,0.086,23.0,116.0,0.9976,3.23,0.64,9.5,5,19.82758620689655,395.83333333333337,24.922118380062308,95.53478712357217
458,red,10.4,0.64,0.24,2.8,0.105,29.0,53.0,0.9998,3.24,0.67,9.9,5,54.71698113207548,353.5714285714286,25.362318840579707,94.20289855072463
459,red,7.0,0.38,0.49,2.5,0.097,33.0,85.0,0.9962,3.39,0.77,11.4,6,38.8235294117647,456.0,33.87533875338753,94.8509485094851
460,red,8.2,0.42,0.49,2.6,0.084,32.0,55.0,0.9988,3.34,0.75,8.7,6,58.18181818181818,334.6153846153846,30.162412993039446,95.1276102088167
461,red,9.9,0.63,0.24,2.4,0.077,6.0,33.0,0.9974,3.09,0.57,9.4,5,18.181818181818183,391.6666666666667,22.792022792022788,94.01709401709401
462,red,9.1,0.22,0.24,2.1,0.078,1.0,28.0,0.999,3.41,0.87,10.3,6,3.571428571428572,490.4761904761905,22.532188841201716,97.63948497854076
464,red,10.3,0.27,0.24,2.1,0.072,15.0,33.0,0.9956,3.22,0.66,12.8,6,45.45454545454545,609.5238095238095,19.867549668874172,97.44560075685904
465,red,10.0,0.48,0.24,2.7,0.102,13.0,32.0,1.0,3.28,0.56,10.0,6,40.625,370.3703703703703,25.763358778625953,95.41984732824427
466,red,8.1,0.825,0.24,2.1,0.084,5.0,13.0,0.9972,3.37,0.77,10.7,6,38.46153846153846,509.5238095238095,23.529411764705884,90.75630252100841
